ticker,datetime,Open
A,1999-11-18,30.227064327305627
A,1999-11-19,28.52637675196712
A,1999-11-22,27.44351708485705
A,1999-11-23,28.234071074955807
A,1999-11-24,26.65960640559945
A,1999-11-26,27.157854718686906
A,1999-11-29,27.23757444878089
A,1999-11-30,27.901905532897505
A,1999-12-01,28.028128438879666
A,1999-12-02,29.06448493010157
A,1999-12-03,29.85503892020033
A,1999-12-06,30.060981556276477
A,1999-12-07,30.393147098334783
A,1999-12-08,30.060981556276477
A,1999-12-09,30.060981556276477
A,1999-12-10,30.353287233287787
A,1999-12-13,30.227064327305627
A,1999-12-14,30.147344597211642
A,1999-12-15,27.901905532897505
A,1999-12-16,27.901905532897505
A,1999-12-17,30.81167568132825
A,1999-12-20,30.725312640393085
A,1999-12-21,31.017618317404388
A,1999-12-22,30.977758452357396
A,1999-12-23,31.555726495538845
A,1999-12-27,33.176694340783364
A,1999-12-28,36.03996131332594
A,1999-12-29,41.85285829934626
A,1999-12-30,50.48916239286215
A,1999-12-31,52.81432118727027
A,2000-01-03,52.316072874182815
A,2000-01-04,45.26087676086445
A,2000-01-05,44.01193432272523
A,2000-01-06,40.94272471410649
A,2000-01-07,39.23539382792683
A,2000-01-10,45.8388448040459
A,2000-01-11,45.7989849389989
A,2000-01-12,45.174513719929294
A,2000-01-13,45.42695953189361
A,2000-01-14,44.51018263581268
A,2000-01-18,45.593042302922754
A,2000-01-19,47.83183805639573
A,2000-01-20,47.00142420124996
A,2000-01-21,45.92520784498105
A,2000-01-24,45.50667926198759
A,2000-01-25,45.67276203301674
A,2000-01-26,45.134653854882295
A,2000-01-27,46.423456158068504
A,2000-01-28,46.17101034610421
A,2000-01-31,44.882208042917995
A,2000-02-01,44.01193432272523
A,2000-02-02,47.752118326301726
A,2000-02-03,49.951054214727705
A,2000-02-04,51.65174179006621
A,2000-02-07,51.611881925019205
A,2000-02-08,53.64473504241604
A,2000-02-09,51.57202205997222
A,2000-02-10,51.15349347697876
A,2000-02-11,50.821327934920454
A,2000-02-14,49.990914079774704
A,2000-02-15,50.86118779996745
A,2000-02-16,53.146486729328565
A,2000-02-17,53.810817813445176
A,2000-02-18,58.79330094431975
A,2000-02-22,63.7757840751943
A,2000-02-23,60.87265723760472
A,2000-02-24,67.36317192942398
A,2000-02-25,68.69183409765718
A,2000-02-28,71.81419019300525
A,2000-02-29,67.36317192942398
A,2000-03-01,69.42259829018546
A,2000-03-02,73.00998614441514
A,2000-03-03,69.68833072383211
A,2000-03-06,75.06941250517662
A,2000-03-07,103.63564912219073
A,2000-03-08,96.99233828102464
A,2000-03-09,97.65666936514128
A,2000-03-10,101.64265586984092
A,2000-03-13,86.4294740435706
A,2000-03-14,88.35603418750877
A,2000-03-15,85.10081187533739
A,2000-03-16,77.06240575752643
A,2000-03-17,79.25469833511124
A,2000-03-20,79.98546252763951
A,2000-03-21,73.60788412012008
A,2000-03-22,75.46801115564658
A,2000-03-23,79.25469833511124
A,2000-03-24,78.88931623884712
A,2000-03-27,78.52393414258297
A,2000-03-28,75.73374358929323
A,2000-03-29,79.05539900987627
A,2000-03-30,71.8806233014169
A,2000-03-31,70.41909491636036
A,2000-04-03,68.42610166401055
A,2000-04-04,65.10444624342749
A,2000-04-05,61.616708051815316
A,2000-04-06,65.35689205539181
A,2000-04-07,71.41559154253528
A,2000-04-10,81.0483922622261
A,2000-04-11,67.09743949577734
A,2000-04-12,65.10444624342749
A,2000-04-13,58.46113540226144
A,2000-04-14,58.29505263123229
A,2000-04-17,53.18634659437558
A,2000-04-18,51.817824561095364
A,2000-04-19,57.79680431814483
A,2000-04-20,58.381415672167435
A,2000-04-24,57.883167359079984
A,2000-04-25,62.86565048995454
A,2000-04-26,63.19781603201285
A,2000-04-27,59.21182952731321
A,2000-04-28,59.78979757049465
A,2000-05-01,58.879663985254886
A,2000-05-02,65.27052901445666
A,2000-05-03,64.77228070136921
A,2000-05-04,60.786294196669566
A,2000-05-05,59.916020476476795
A,2000-05-08,61.03874000863387
A,2000-05-09,56.80030769196992
A,2000-05-10,52.482155645211975
A,2000-05-11,51.485659019037065
A,2000-05-12,55.80381106579501
A,2000-05-15,59.78979757049465
A,2000-05-16,59.876160611429825
A,2000-05-17,55.30556275270755
A,2000-05-18,51.817824561095364
A,2000-05-19,48.29022650443618
A,2000-05-22,44.51018263581268
A,2000-05-23,41.14866735018265
A,2000-05-24,38.36512010773407
A,2000-05-25,39.361616733908974
A,2000-05-26,44.51018263581268
A,2000-05-30,43.972074457678225
A,2000-05-31,49.160500224628926
A,2000-06-01,49.452805901640254
A,2000-06-02,48.82833468257064
A,2000-06-05,53.810817813445176
A,2000-06-06,49.951054214727705
